4839.088	6663.912	0	1
9670.254	7692.232	1	2
8548.756	4902.473	9	0
10450.68	6852.688	2	0
8593.51	5000.547	2	3
7473.568	8887.054	9	1
11729.988	5426.09	6	3
11496.559	5706.968	3	0
11271.792	5956.123	0	0
9657.375	7703.351	9	1
8651.592	5994.852	3	3
4320.543	6187.497	6	1
9726.791	7631.097	9	3
7338.251	9223.408	3	3
9726.791	7631.097	3	2
8687.731	8455.129	8	1
8652.137	5563.972	7	3
8584.414	3404.978	8	1
5068.838	6815.137	8	2
7335.882	9539.546	6	3
6845.924	8220.118	7	0
8614.922	3143.258	2	3
8582.462	3427.917	3	3
9670.254	7692.232	5	0
8589.34	5217.155	6	1
8662.194	5745.553	3	2
8652.994	5887.794	8	2
8655.955	6011.309	1	2
8632.783	2992.7	1	3
8589.34	5217.155	8	3
8651.592	5994.852	0	1
8548.784	4290.79	4	2
10944.893	6313.982	8	3
8632.783	2992.7	2	3
8551.288	4159.357	4	2
9726.791	7631.097	9	1
5577.731	7220.665	8	1
7321.449	9464.934	9	1
7510.461	8839.952	3	2
10426.875	6850.986	0	0
7428.922	8689.717	7	3
8547.13	4866.446	2	3
8655.955	6011.309	3	1
10504.617	6792.854	1	3
8666.964	8515.519	4	2
5422.399	7082.661	0	2
11701.908	5458.003	8	1
10426.875	6850.986	2	3
4678.948	6545.489	7	2
6816.537	8195.177	8	2
7552.693	8776.949	4	2
9726.791	7631.097	6	2
7510.461	8839.952	1	0
9726.791	7631.097	7	1
11729.988	5426.09	7	0
8551.698	4937.833	8	0
8562.497	4749.802	5	3
4287.169	6153.194	7	0
8563.16	4701.766	7	3
8563.16	4701.766	4	0
8714.44	8358.512	8	0
6889.962	8256.223	0	1
9858.383	7509.105	6	2
8652.579	5890.662	3	3
7105.037	8471.608	4	2
7317.622	9386.987	7	3
11701.908	5458.003	0	2
6845.924	8220.118	0	0
11345.482	5873.561	9	0
5318.559	6993.994	6	2
5349.087	7016.956	5	0
8585.9	3392.257	6	0
6935.007	8292.184	6	1
8569.873	3582.912	1	2
7341.696	9558.561	0	2
8555.704	3875.81	7	0
7171.274	8535.211	1	2
5422.399	7082.661	5	0
7322.605	9270.143	4	3
9726.791	7631.097	2	1
8567.459	3612.723	3	1
10166.272	7133.043	0	2
8564.106	4494.299	2	1
10012.254	7306.73	6	3
11008.44	6219.799	5	3
11260.96	5946.16	2	0
4814.431	6647.344	6	2
11729.988	5426.09	6	1
9960.506	7365.997	2	3
8564.31	4858.551	9	0
11729.988	5426.09	0	2
11008.44	6219.799	6	2
11363.747	5836.066	0	2
7135.568	8507.635	7	0
7189.653	8548.221	4	3
7098.381	8461.144	1	3
7443.266	8938.615	4	3
4887.744	6696.214	7	2
4890.388	6697.971	5	0
7510.461	8839.952	2	1
11660.137	5507.818	7	2
10450.68	6852.688	8	2
9657.375	7703.351	3	0
8632.783	2992.7	0	2
4580.284	6447.527	5	3
8603.273	5047.471	1	0
8589.34	5217.155	6	3
8584.414	3404.978	1	0
6845.924	8220.118	8	1
9657.375	7703.351	1	0
11729.988	5426.09	1	0
9974.33	7377.672	7	1
10572.518	6718.953	0	0
5609.83	7247.496	9	0
7383.84	9094.978	1	0
7317.622	9386.987	3	3
11729.988	5426.09	5	3
5002.339	6772.316	1	2
11260.96	5946.16	4	0
5483.474	7136.279	6	0
8638.983	5328.572	0	0
11505.271	5679.17	8	2
8589.34	5217.155	4	1
7415.58	9012.071	0	2
8655.955	6011.309	1	2
4722.609	6583.918	6	3
8614.922	3143.258	4	1
11271.792	5956.123	3	0
11701.908	5458.003	8	1
10932.908	6302.417	8	3
4880.372	6691.322	6	1
9657.375	7703.351	2	2
9689.413	7672.895	8	3
10166.272	7133.043	8	2
7549.8	8789.725	9	0
4443.972	6311.646	2	0
9726.791	7631.097	7	1
7049.727	8388.656	1	3
7486.439	8870.308	1	2
11660.137	5507.818	1	2
8563.16	4701.766	9	2
8655.955	6011.309	9	0
9726.791	7631.097	1	3
7329.869	9245.291	7	1
11008.44	6219.799	6	0
8553.975	3986.527	0	1
9689.413	7672.895	6	1
8562.497	4749.802	5	1
6775.316	8162.264	0	1
11475.526	5712.973	1	3
10032.339	7284.491	2	0
10012.254	7306.73	8	3
9670.254	7692.232	5	3
8565.136	4380.802	3	1
11326.111	5875.762	5	3
7510.461	8839.952	5	1
9726.791	7631.097	9	2
9726.791	7631.097	1	2
5411.763	7073.332	1	0
8563.16	4701.766	8	1
10909.573	6327.325	5	1
9726.791	7631.097	4	1
9721.494	7636.779	7	3
11729.988	5426.09	9	0
11260.96	5946.16	8	2
8655.955	6011.309	5	2
7351.082	9579.109	9	0
5531.539	7178.578	2	2
8646.389	5944.814	9	3
8662.593	5782.247	6	2
7415.58	9012.071	8	2
9709.344	7668.091	3	3
9933.317	7396.242	9	1
10909.573	6327.325	5	1
11505.271	5679.17	6	0
7418.389	9004.354	0	0
9657.375	7703.351	6	2
5221.355	6920.883	2	2
8612.624	5111.275	5	0
7510.331	8743.113	9	0
8655.955	6011.309	9	2
11253.293	5954.044	2	0
8652.137	5563.972	4	0
7460.959	8905.88	3	0
11505.271	5679.17	8	1
8719.697	8339.453	9	0
6600.879	8022.914	5	2
11031.161	6195.448	9	1
11044.111	6206.456	2	3
7318.54	9300.766	7	1
9721.494	7636.779	5	3
9726.791	7631.097	8	2
8589.34	5217.155	6	2
9726.791	7631.097	3	3
8614.922	3143.258	3	2
5318.559	6993.994	9	2
8602.607	5346.586	7	3
8655.955	6011.309	0	0
10429.656	6847.973	5	3
4656.361	6523.584	5	2
8562.507	4823.414	8	3
7318.54	9300.766	4	2
11008.44	6219.799	0	0
7443.266	8938.615	1	1
8602.607	5346.586	4	3
8649.502	5983.177	6	3
7552.693	8776.949	5	1
5155.456	6872.781	3	1
9721.494	7636.779	3	2
10442.129	6834.429	5	3
9896.744	7437.829	9	3
9960.506	7365.997	6	2
